Id,index,Latitude_and_Longitude
1734,宜蘭縣冬山鄉中山村中山路八十四號,"('24.634263', '121.752163')"
1735,南投市南崗工業區工業南二路七號,"('23.91152368', '120.68738437')"
1736,台中市大雅區東大路二段999號,"('24.233936', '120.613357')"
1737,台南市南區健康路一段297號,"('22.981123', '120.212102')"
1760,台北市南港區園區街3號16F(F棟),"('25.058954', '121.612182')"
1762,新北市樹林區東興街一號,"('24.978673', '121.410047')"
1773,高雄市永安區永工一路5號,"('22.811707', '120.253955')"
1776,新竹縣湖口鄉鳳凰村光復路71號,"('24.863123', '121.020184')"
1783,桃園市龜山區科技一路88號,"('25.053303', '121.375442')"
1786,(80681)高雄市前鎮區高雄加工出口區南六路9號,"('23.975744', '120.979772')"
1789,南部科學工業園區台南市善化區南科八路一號,"('23.975744', '120.979772')"
1795,臺北市信義區松仁路277號17樓,"('25.024324', '121.569816')"
1802,台北市松山區南京東路三段261號台玻大樓11樓,"('25.052024', '121.545138')"
1805,台北市內湖區新湖一路218號,"('25.061532', '121.580984')"
1806,苗栗縣竹南鎮大埔里竹篙厝200-7號,"('24.706476', '120.888412')"
1808,台北市中山區樂群二路267號8樓,"('25.080121', '121.560319')"
1809,新竹縣竹東鎮中興路四段一三六號,"('24.773838', '121.048977')"
1810,台北市內湖區行善路398號1樓,"('25.063081', '121.584571')"
1817,新北市三重區興德路111-8號7樓,"('25.054235', '121.471164')"
1902,台南市新營區南紙街94號,"('23.297885', '120.293411')"
1903,台北市士林區福德路31號,"('25.091944', '121.524748')"
1904,板橋區民生路一段一號,"('25.011152', '121.478813')"
1905,臺北市重慶南路二段51號,"('25.031218', '121.514914')"
1906,雲林縣斗六市十三北路25號,"('23.75052786', '120.56910595')"
1907,台北市重慶南路二段51號,"('25.031218', '121.514914')"
1909,彰化縣二林鎮廣興里廣興巷1-1號,"('23.8651762', '120.3619078')"
2002,高市小港區中鋼路1號,"('22.554571', '120.348305')"
2006,台北市長安東路一段九號六樓,"('25.049833', '121.522419')"
2007,高雄市岡山區白米里寶米路369號,"('22.768992', '120.275083')"
2008,高雄市中華一路318號,"('22.66458', '120.292136')"
2009,高雄巿前金區中正四路170號4樓,"('22.629358', '120.29495')"
2010,台北市復興北路502號7樓,"('25.065581', '121.544129')"
2012,高雄市岡山區大寶街100號(總部地址:高雄市岡山區新樂街169號),"('22.807982', '120.289947')"
2013,高雄市燕巢區中興路500號,"('22.77928235', '120.36065471')"
2014,825高雄市橋頭區芋寮路317號,"('23.975744', '120.979772')"
2015,台中市后里區甲后路一段998號,"('24.31058818', '120.71398791')"
2017,台南市南區新建路47號4樓,"('22.966965', '120.185542')"
2020,台北市中山區民權東路3段二之1號12樓,"('25.06216', '121.537882')"
2022,高雄市岡山區新樂街79-1號,"('22.804962', '120.294296')"
2023,高雄市橋頭區芋寮路369號,"('22.763726', '120.275531')"
2024,桃園市新屋區中興路480號,"('24.96313', '121.094614')"
2025,台南市麻豆區小埤里工業路222號,"('23.188663', '120.233487')"
2027,台南市仁德區新田二街125號,"('22.959809', '120.26622')"
2028,台南市官田區南部里南部123號,"('23.225773', '120.310398')"
2029,高雄市小港區中林路11號,"('22.537435', '120.367413')"
2030,雲林縣斗六市工業區工業路122號,"('23.69696305', '120.52693262')"
2031,新北市三重區重新路4段97號25樓,"('25.054786', '121.485784')"
2032,新北市新莊區大安路8號,"('25.005692', '121.432042')"
2033,台南市永康區鹽行里中正北路三一七巷十六號,"('23.043919', '120.247613')"
2034,彰化縣溪州鄉舊眉村中山路四段二七０號,"('23.8632227', '120.5083824')"
2038,高雄市小港區沿海二路12號,"('22.550437', '120.365742')"
2049,台中市南屯區文山里精科路7號,"('24.145932', '120.602085')"
2059,高雄市路竹區順安路275巷136號,"('22.837104', '120.24315')"
2062,台中市市政路386號22樓~23樓,"('24.158814', '120.640248')"
2069,高雄市前金區中正四路235號13樓之一,"('22.628081', '120.292828')"
2101,台北市大安區仁愛路三段136號6樓608室,"('25.037528', '121.541412')"
2102,桃園市中壢區中華路二段369號,"('24.959024', '121.234403')"
2103,高雄市大社區興工路2號,"('22.725081', '120.340059')"
2104,台北市中山北路二段113號8樓,"('25.060594', '121.523201')"
2105,彰化縣大村鄉黃厝村美港路215號,"('23.9828575', '120.574845')"
2106,彰化縣員林市中山路一段一四六號,"('23.9445594', '120.563085')"
2107,臺北市漢口街一段82號8樓,"('25.045131', '121.512192')"
2108,高雄市林園區工業一路九號,"('22.512553', '120.405322')"
2109,彰化縣大村鄉村上村中山路二段300號,"('23.99348213', '120.54708318')"
2114,南投市南崗工業區南崗三路294號,"('23.91152368', '120.68738437')"
2115,"The Grand Pavilion Commercial Centre, Oleander Way, 802 West","('53.4521208', '-2.9367865')"
2201,苗栗縣三義鄉西湖村伯公坑39號之1,"('24.379675', '120.745967')"
2204,台北市敦化南路二段二號十一樓,"('25.03303', '121.548367')"
2206,新竹縣湖口鄉鳳山村中華路3號,"('24.865656', '121.003465')"
2207,台北市中山區松江路121號8~14樓,"('25.052678', '121.533229')"
2208,高雄市小港區中鋼路3號,"('22.561139', '120.356568')"
2227,苗栗縣三義鄉西湖村伯公坑三十九號之二,"('24.379675', '120.745967')"
2228,(221)新北市汐止區新台五路一段98號19樓,"('23.975744', '120.979772')"
2231,彰化縣福興鄉番婆村彰鹿路六段546巷6號,"('24.0472937', '120.4589902')"
2233,台中市梧棲區經二路59號,"('24.246371', '120.513239')"
2236,台北市中山區南京東路二段137號14樓,"('25.052223', '121.535076')"
2239,彰化縣彰化市中山路二段349號8樓,"('24.074442', '120.5434769')"
2243,24447新北市林口區文化一路一段86號2樓,"('23.975744', '120.979772')"
2301,台北市內湖區瑞光路392號22樓,"('25.077824', '121.57124')"
2302,新北市土城區中山路71號,"('24.965854', '121.42702')"
2303,新竹科學園區新竹市力行二路三號,"('24.771692', '121.019628')"
2305,新竹市科學工業園區工業東三路六號,"('24.81635142', '120.97034202')"
2308,台北市內湖區瑞光路186號,"('25.074215', '121.578099')"
2312,(105)臺北市南京東路五段99號10樓,"('23.975744', '120.979772')"
2313,桃園市蘆竹區新莊里大新路814巷91號,"('25.025814', '121.241951')"
2314,新竹市科學園區創新二路一號,"('24.779785', '120.997379')"
2316,高雄市楠梓加工出口區開發路37號,"('22.64767612', '120.29984892')"
2317,新北市土城區自由街2號,"('24.96613771', '121.42098509')"
2321,新竹市科學園區研發二路23號,"('24.780327', '120.999273')"
2323,台北市中山區民權西路53號15樓,"('25.063087', '121.520503')"
2324,台北市內湖區瑞光路581號及581之1號,"('25.079756', '121.567868')"
2327,新北市新店區寶橋路233-1號3樓,"('24.97929', '121.551744')"
2328,新北市新店區安興路97號,"('24.976885', '121.514361')"
2329,高雄市楠梓加工出口區中三街9號,"('22.64767612', '120.29984892')"
2330,新竹科學園區力行六路8號,"('23.975744', '120.979772')"
2331,台北市內湖區堤頂大道二段239號,"('25.07821', '121.566863')"
2332,台北市內湖區新湖三路289號,"('25.066109', '121.583311')"
2337,新竹科學園區新竹巿力行路16號,"('24.766896', '121.023583')"
2338,新竹市科學園區創新一路十一號,"('24.81635142', '120.97034202')"
2340,新竹科學園區創新一路8號,"('23.975744', '120.979772')"
2342,新竹市科學園區研新一路一號,"('24.777268', '120.988677')"
2344,台中市大雅區中部科學園區科雅一路8號,"('24.22898385', '120.64768062')"
2345,新竹市科學工業園區研新三路一號,"('24.81635142', '120.97034202')"
2347,台北市民生東路3段75號4樓,"('25.058046', '121.543799')"
2348,台北市松山區敦化北路260號7樓,"('25.060973', '121.550009')"
2349,新竹縣湖口鄉光復北路42號,"('24.872703', '121.022832')"
2351,彰化市大竹里彰南路二段260號,"('24.0835119', '120.5827353')"
2352,桃園市龜山區山鶯路157號,"('24.988508', '121.325733')"
2353,台北市松山區復興北路369號7樓之5,"('25.06244', '121.544756')"
2354,新北市土城區中山路3-2號,"('24.961276', '121.41268')"
2355,桃園縣蘆竹鄉內厝村3鄰內厝街46號,"('25.059828', '121.285665')"
2356,北市後港街六十六號,"('25.085542', '121.522197')"
2357,台北市北投區立德路15號,"('25.12496', '121.47139')"
2358,台南市仁德區保安路一段68號,"('22.92548409', '120.226519')"
2359,台北市內湖區行忠路四十二號6樓,"('25.065345', '121.577763')"
2360,桃園市龜山區華亞一路66號,"('25.040254', '121.373107')"
2362,新北市三重區興德路129號,"('25.053127', '121.470332')"
2363,新竹市公道五路二段180號,"('24.800361', '121.004062')"
2364,臺北市內湖區瑞光路550號11樓,"('25.079732', '121.567078')"
2365,新北市三重區重新路五段492號1-8樓,"('25.046855', '121.473541')"
2367,新北市土城區中山路4巷3號,"('24.959602', '121.413457')"
2368,桃園市中壢區西園路113號,"('24.98493692', '121.23682954')"
2369,台中市潭子區南二路五之一號,"('24.216966', '120.703302')"
2371,台北市中山北路3段22號,"('25.064512', '121.521738')"
2373,台北市信義路五段二號十五樓,"('25.032838', '121.55985')"
2374,新北市新莊區中環路三段200號18樓,"('25.054651', '121.442709')"
2375,新北市汐止區新台五路一段81號13樓,"('25.061158', '121.646355')"
2376,新北市新店區寶強路六號,"('24.978789', '121.543241')"
2377,新北市中和區立德街69號,"('25.007714', '121.487451')"
2379,新竹科學園區創新二路2號,"('23.975744', '120.979772')"
2380,新竹縣新竹科學園區研新一路二十號,"('24.775977', '120.988098')"
2382,桃園市龜山區文化里文化二路188號,"('25.048411', '121.374453')"
2383,桃園巿觀音區觀音工業區大同一路18號,"('25.047377', '121.129574')"
2385,新北市三重區光復路二段69號,"('25.056943', '121.47225')"
2387,台中市大雅區昌平路四段475號,"('24.226521', '120.670437')"
2388,新北市新店區中正路535號8樓,"('24.985921', '121.533425')"
2390,新北市土城區中華路一段50號3樓,"('24.988956', '121.445921')"
2392,新北市土城區中山路18號,"('24.962315', '121.418985')"
2393,新北市樹林區中華路6之8號,"('24.983974', '121.424144')"
2395,台北市內湖區瑞光路26巷20弄1號,"('25.069381', '121.58253')"
2397,新北市汐止區環河街100號,"('25.060031', '121.62982')"
2399,新北市新店區民權路108-2號2樓,"('24.983589', '121.535868')"
2401,新竹縣科學工業園區創新一路十九號,"('24.70515216', '121.20134653')"
2402,桃園市龜山區華亞二路268號,"('25.04377', '121.37403')"
2404,台北縣新店市寶高路7巷3號5樓,"('24.978242', '121.551784')"
2405,台北市內湖區瑞光路76巷30號,"('25.070696', '121.580543')"
2406,新竹縣湖口鄉工業一路3號,"('24.872031', '121.026476')"
2408,新北市泰山區大科里南林路98號,"('25.045297', '121.413369')"
2409,新竹市科學園區力行二路一號,"('24.773111', '121.019696')"
2412,台北市信義路一段二十一之三號,"('25.036445', '121.523015')"
2413,台中市工業區27路3號,"('24.163997', '120.600431')"
2414,台北市內湖區新湖二路236號3樓,"('25.064405', '121.582088')"
2415,台北市中正區忠孝西路一段4號8樓,"('25.045747', '121.518491')"
2417,新北市中和區建一路135號,"('25.001128', '121.488236')"
2419,新竹科學工業園區新竹市力行一路1-8號,"('23.975744', '120.979772')"
2420,新北市新店區民權路50號10樓,"('24.983129', '121.539329')"
2421,高雄市前鎮區新衙路296巷30號,"('22.582229', '120.314403')"
2423,新北市土城區中興路7之1號,"('24.964369', '121.42375')"
2424,台北市松山區八德路三段32號15樓,"('25.048127', '121.551673')"
2425,新北市新店區民權路48-3號3樓,"('24.983286', '121.539539')"
2426,新竹科學園區苗栗縣竹南鎮科中路15號,"('24.710263', '120.914166')"
2427,北市信義路五段150巷2號4樓之3,"('25.028174', '121.570897')"
2428,高雄市三民區民族一路373巷21號,"('22.654198', '120.314068')"
2429,桃園市中壢區中壢工業區自強四路九號,"('24.972452', '121.240663')"
2430,台北市內湖區堤頂大道一段331號3樓,"('25.062822', '121.572948')"
2431,台北市內湖區南京東路六段501號11樓,"('25.061789', '121.58863')"
2433,臺北市信義區信義路5段2號12樓,"('25.032838', '121.55985')"
2434,台南市新市區中山路76號,"('23.077077', '120.300771')"
2436,新竹縣科學工業園區工業東九路24號2樓,"('24.70515216', '121.20134653')"
2438,桃園市龜山區舊路里東舊路街118巷11號,"('25.013694', '121.369995')"
2439,台中市南屯區寶山里工業區23路22號,"('24.16173', '120.604637')"
2440,新竹縣芎林鄉五龍村五和街226號,"('24.735818', '121.125184')"
2441,苗栗縣竹南鎮公義路136號,"('24.696518', '120.882409')"
2442,台北市114內湖區陽光街300號7樓,"('24.98972977', '121.57004896')"
2443,新竹縣湖口鄉民生街336號,"('24.904669', '121.05174')"
2444,新竹市科學園區研發二路21號1樓,"('24.780327', '120.999273')"
2448,新竹科學園區新竹市力行路21號,"('24.763591', '121.024197')"
2449,新竹市公道五路二段81號,"('24.797693', '121.007487')"
2450,新北市新店區中正路531號2樓,"('24.985765', '121.533124')"
2451,台北市內湖區行忠路70號,"('25.066582', '121.580812')"
2453,台北市峨眉街115號6樓,"('25.044435', '121.503706')"
2454,新竹科學工業園區新竹市篤行一路1號,"('23.975744', '120.979772')"
2455,桃園市平鎮區工業一路16號,"('24.905493', '121.203286')"
2456,新竹縣湖口鄉德興路301巷29號,"('24.914683', '121.041327')"
2457,桃園市龜山區復興三路568號,"('25.039763', '121.372482')"
2458,新竹科學工業園區新竹縣創新一路十二號,"('23.975744', '120.979772')"
2459,臺北市內湖路1段120巷8號,"('25.082906', '121.562903')"
2460,高雄市路竹區大同路513巷138號,"('22.853289', '120.271042')"
2461,新竹市科學工業園區力行六路一號,"('24.81635142', '120.97034202')"
2462,(22206)新北市深坑區北深路三段272號,"('23.975744', '120.979772')"
2464,新竹市科學工業園區研發二路3號,"('24.81635142', '120.97034202')"
2465,新北市中和區建一路166號18樓,"('24.997813', '121.487791')"
2466,新北市中和區建八路2號9樓,"('24.998336', '121.486155')"
2467,新北市林口區工二工業區工八路2-1號,"('25.078377', '121.402513')"
2468,台北市內湖區行愛路78巷25號6樓,"('25.061856', '121.580206')"
2471,台北市中山北路2段111號3樓,"('25.060164', '121.523144')"
2472,台中市大里區國光路一段147號,"('24.098135', '120.682994')"
2474,台南市永康區仁愛街398號,"('23.052264', '120.243381')"
2476,桃園市新屋區九斗里8鄰九洲路1號,"('24.962307', '121.140644')"
2477,桃園市桃園區幸福路99號,"('25.027974', '121.30161')"
2478,桃園市蘆竹區山鼻里3鄰南山路二段470巷26號1樓,"('25.074039', '121.288842')"
2480,新竹市東大路二段83號12F之1,"('24.813458', '120.967535')"
2481,高雄市岡山區岡山北路24號,"('22.809107', '120.284332')"
2482,新北市土城區自強街15巷1號1樓,"('24.970805', '121.430606')"
2483,台中市南屯區工業區25路20號,"('24.160865', '120.601109')"
2484,427台中市潭子區中山路三段111巷1-1號,"('23.975744', '120.979772')"
2485,新北市中和區員山路512號7樓,"('25.009031', '121.479297')"
2486,新北市新莊區五工五路17號,"('25.063519', '121.45451')"
2488,台南市仁德區中正路三段256號,"('22.978659', '120.255477')"
2489,新北市中和區連城路268號17樓,"('24.996619', '121.486837')"
2491,新北市新店區中正路54巷6號,"('24.970421', '121.544847')"
2492,台北市松智路1號24樓,"('25.038787', '121.566065')"
2493,台北市信義區松德路171號17樓,"('25.035865', '121.574802')"
2495,新北市中和區中山路三段102號8樓,"('25.005965', '121.476878')"
2496,新竹科學園區苗栗縣竹南鎮科中路11號2樓,"('24.712069', '120.91416')"
2497,彰化縣伸港鄉溪底村工東一路37號,"('24.1648756', '120.5125552')"
2498,桃園市桃園區興華路23號,"('24.97587', '121.32728')"
2499,新北市三重區光復路一段88-8號10樓,"('25.050552', '121.471127')"
2501,台北市敦化南路二段218號2樓,"('25.021888', '121.548284')"
