,住址,傳真機號碼,公司代號,公司名稱,公司簡稱,實收資本額,成立日期,產業別,簽證會計師事務所,股票過戶機構,董事長
10,新北市五股區五權六路23號,02-22981718,1580,新麥企業股份有限公司,新麥,502302420,19830927,電機機械,勤業眾信聯合會計師事務所,台新國際商業銀行股務代理部,謝順和
11,台南市柳營區工一路15號(環保科技園區),06-6233311,1584,精剛精密科技股份有限公司,精剛,824705330,20020515,其他,勤業眾信聯合會計師事務所,元大證券股份有限公司,王炯棻
12,彰化縣埔鹽鄉南新村好金路47-4號,04-8655840,1586,和勤精機股份有限公司,和勤,801512000,19921109,電機機械,安侯建業聯合會計師事務所,福邦證券股份有限公司,黃亦翔
13,"P.O. B 10240, 4th Floor, Harbour Place, 103 South Church St.",+60-6-6793008,1591,英屬開曼群島商駿吉控股(股)公司,駿吉-KY,331648070,20091119,電機機械,安永聯合會計師事務所,第一金證券股份有限公司,江文洲
14,新竹縣湖口鄉德興路231號,03-5906393,1593,祺驊股份有限公司,祺驊,319484550,19970315,生技醫療業,勤業眾信聯合會計師事務所,富邦綜合證券(股)公司股務代理部,徐鉦鑑
15,桃園市蘆竹區長興路三段277巷33號,03-3249968,1595,川寶科技股份有限公司,川寶,471481340,19990219,電子零組件業,勤業眾信聯合會計師事務所,群益金鼎證券股份有限公司,張鴻明
16,74145 台南市南部科學園區新市區大利一路3號,(06)505-5959,1597,直得科技股份有限公司,直得,811875490,19981019,電機機械,資誠聯合會計師事務所,富邦綜合證券股份有限公司,陳麗芬
17,台南市山上區南洲里南洲41號,06-5783136,1599,宏佳騰動力科技股份有限公司,宏佳騰,734588230,20031225,電機機械,資誠聯合會計師事務所,統一綜合證券股份有限公司,鍾杰霖
18,嘉義縣民雄工業區中正路一號,05-2130645,1742,台灣蠟品股份有限公司,台蠟,715500000,19870813,化學工業,霈昇聯合會計師事務所,康和綜合證券股份有限公司,林哲印
19,台南市新化區中山路1001號,06-5981845,1752,南光化學製藥股份有限公司,南光,1009884720,19730820,生技醫療業,資誠聯合會計師事務所台南所,日盛證券股份有限公司,陳立賢
20,台南市新營區開元路168號,06-6351165,1777,生泰合成工業股份有限公司,生泰,300595500,19821109,生技醫療業,資誠聯合會計師事務所,元大證券股份有限公司股務代理部,蕭振明
21,新北市中和區建一路186號9樓,82271301,1781,合世生醫科技股份有限公司,合世,474076050,19961216,生技醫療業,資誠聯合會計師事務所,中國信託商業銀行,楊國和
22,台北市內湖區新湖一路36巷28號1樓,(02)27938009,1784,訊聯生物科技股份有限公司,訊聯,496269240,20000817,生技醫療業,資誠聯合會計師事務所,中國信託商業銀行(股)公司代理部,蔡政憲
23,台南市安南區工業三路1號,06-3843216,1785,光洋應用材料科技股份有限公司,光洋科,4984312430,19780829,其他電子業,資誠聯合會計師事務所,台新國際商業銀行股務代理部,馬堅勇
24,新北市三重區重新路5段609巷2號8樓之2,2995-3363,1788,杏昌生技股份有限公司,杏昌,360000000,19890213,生技醫療業,安侯建業聯合會計師事務所,元富證券股份有限公司股務代理部,李忠良
25,台南市新營區新工路33號,06-5055750,1796,金穎生物科技股份有限公司,金穎生技,278933910,19990717,食品工業,資誠聯合會計師事務所,兆豐證券股份有限公司,張曉莉
26,新竹科學工業園區新竹市東區研發二路10號1樓,(03)666-9697,1799,易威生醫科技股份有限公司,易威,1258426780,19980810,生技醫療業,資誠聯合會計師事務所,宏遠證券股份有限公司股務代理部,林翰飛
27,33759桃園市大園區南港里11鄰長發路406號,03-3863837,1813,寶利徠光學科技股份有限公司,寶利徠,466355100,19930922,生技醫療業,勤業眾信聯合會計師事務所,群益金鼎證券股份有限公司,宋一新
28,雲林縣斗六市榴南里斗工十六路8號,02-27357698,1815,富喬工業股份有限公司,富喬,4229464980,19990114,電子零組件業,勤業眾信聯合會計師事務所,富喬工業股份有限公司股務室,張元賓
29,高雄市小港區沿海二路四號,07-8010801,2035,唐榮鐵工廠股份有限公司,唐榮公司,3500000000,19550426,鋼鐵工業,安侯建業會計師事務所,群益金鼎證券股份有限公司,吳豐盛(代行)
30,高雄市苓雅區新光路38號30樓之4,07-2693515,2061,風青實業股份有限公司,風青,586609470,19940910,電器電纜,資誠聯合會計師事務所,中國信託商業銀行代理部,陳福得
31,高雄市岡山區本洲里本工一路一號,07-6230964,2063,世鎧精密股份有限公司,世鎧,450000000,19920428,鋼鐵工業,勤業眾信聯合會計師事務所,永豐金證券股份有限公司,杜泰源
32,50544彰化縣鹿港鎮鹿工路24號,04-7810099,2064,晉椿工業股份有限公司,晉椿,696300000,19710510,鋼鐵工業,安侯建業聯合會計師事務所,群益金鼎證券股份有限公司,陳譽
33,(82547)高雄市橋頭區頂鹽里復興西路810號,07-6119596,2065,世豐螺絲股份有限公司,世豐,329195590,19730809,鋼鐵工業,安侯建業聯合會計師事務所,富邦綜合證券股份有限公司,杜泰源
34,高雄市大寮區(831)大發工業區華西路20號,07-7887868,2066,世德工業股份有限公司,世德,365028700,19880129,電機機械,安侯建業聯合會計師事務所,台新國際商銀股務代理部,陳光裕
35,(62155)嘉義縣民雄鄉民雄工業區成功二街21號,(05)2208033,2067,嘉鋼精密工業股份有限公司,嘉鋼,451381770,19740411,電機機械,勤業眾信聯合會計師事務所,華南永昌綜合證券股份有限公司,曹光照
36,高雄市湖內區忠孝街110巷58號,07-6937772,2070,精湛光學科技股份有限公司,精湛,357828000,19940921,電機機械,資誠聯合會計師事務所,群益金鼎證券股份有限公司,吳俊男
37,台中市大甲區幼獅路69號,04-26815456,2221,大甲永和機械工業股份有限公司,大甲,423250000,19770819,其他,勤業眾信聯合會計師事務所,凱基證券股份有限公司,黃士峰
38,(72046)台南市官田區二鎮里實踐街10號,06-6990675,2230,泰茂實業股份有限公司,泰茂,399131940,19910206,電機機械,勤業眾信聯合會計師事務所,兆豐證券股份有限公司,呂萬賢
39,33378桃園市龜山區大華里頂湖路24號,(03)3973199,2235,謚源實業股份有限公司,謚源,358780000,19870416,電機機械,安永聯合會計師事務所,統一證券股份有限公司股務代理部,吳碣石
40,台北市市民大道五段69號2樓,(02)8787-3416,2596,綠意開發股份有限公司,綠意,1000000000,20010504,建材營造,安侯建業聯合會計師事務所,福邦證券股份有限公司,許燈城
41,台北市中山區長安東路二段162號2樓,02-25160900,2640,台灣大車隊股份有限公司,大車隊,537550620,20050909,其他,資誠聯合會計師事務所,群益金鼎證券股份有限公司,林村田
42,(802)高雄市苓雅區海邊路31號3樓,07-9697997,2641,正德海運股份有限公司,正德,1511246420,19980929,航運業,資誠聯合會計師事務所,福邦證券股務代理部,蔡邦權
43,台北市內湖區瑞光路34號4樓,(02)8792-9658,2643,捷迅股份有限公司,捷迅,300000000,19840213,航運業,勤業眾信聯合會計師事務所,中國信託商業銀行代理部,顧城明
44,桃園市桃園區大興路269號,03-3251222,2718,晶悅國際飯店股份有限公司,晶悅,425760000,19770408,觀光事業,資誠聯合會計師事務所,富邦綜合證券股份有限公司,楊顯玲
45,台北市內湖區堤頂大道一段333號5樓,(02)2796-6168,2719,燦星國際旅行社股份有限公司,燦星旅,182721000,20030224,觀光事業,資誠聯合會計師事務所,元大證券股份有限公司,林技典
46,台北市中山區南京東路三段131號B1,(02)2712-7877,2724,富驛酒店集團有限公司,富驛-KY,681722900,20020115,觀光事業,德昌聯合會計師事務所,第一金證券股份有限公司,鍾聲揚
47,上海市普陀區交通路4711號李子園大廈17樓,2790 0601,2726,雅茗天地股份有限公司,雅茗-KY,349085430,20091222,觀光事業,勤業眾信聯合會計師事務所,中國信託商業銀行股份有限公司,吳伯超
48,新北市中和區建一路176號7樓之1,(02)2248-5228,2729,瓦城泰統股份有限公司,瓦城,232660000,20000908,觀光事業,資誠聯合會計師事務所,富邦綜合證券(股)公司,徐承義
49,新竹縣竹北市高鐵九路98號,03-6579630,2732,六角國際事業股份有限公司,六角,404060710,20040216,觀光事業,勤業眾信聯合會計師事務所,永豐金證券(股)公司股務代理部,王耀輝
50,台北市中正區衡陽路51號2樓之1,(02)6601-4600,2734,易飛網國際旅行社股份有限公司,易飛網,302597600,19991222,觀光事業,安侯建業聯合會計師事務所,中國信託商銀代理部,陳雄智
51,台東縣卑南鄉溫泉村龍泉路30-2號5樓之41,089-510063,2736,高野大飯店股份有限公司,高野,489923830,20080711,觀光事業,安侯建業聯合會計師事務所,元富證券股份有限公司股務代理部,劉清郎
52,台北市中正區衡陽路51號8樓之4,(02)2313-1261,2740,天蔥國際股份有限公司,天蔥,123979850,20070213,觀光事業,安侯建業聯合會計師事務所,統一綜合證券股份有限公司,盧俊賢
53,台北市中山區南京東路二段85號4樓,02-2536-1332,2743,山富國際旅行社股份有限公司,山富,320317000,19880525,觀光事業,勤業眾信聯合會計師事務所,福邦證券股份有限公司股務代理部,陳國森
54,"高雄市三民區博愛一路28號2,3樓",07-3230248,2745,五福旅行社股份有限公司,五福,293085260,19880822,觀光事業,勤業眾信聯合會計師事務所,台新國際商業銀行股務代理部,許順富
55,台北市中山區民權東路二段42號4樓,(02)2581-3918,2752,豆府股份有限公司,豆府,218728000,20080123,觀光事業,勤業眾信聯合會計師事務所,福邦證券股份有限公司,吳柏勳
56,新北市五股區五權六路十八號,02-22997765,2916,滿心企業股份有限公司,滿心,546268780,19840616,貿易百貨,安侯建業聯合會計師事務所,福邦證券(股)公司,李俊良
57,台北市南港區南港路三段50巷1號2樓,(02)2653-3388,2924,開曼東凌股份有限公司,東凌-KY,328051740,20090206,貿易百貨,勤業眾信聯合會計師事務所,凱基證券股份有限公司股務代理部,林寶霞
58,台北市信義區松德路204號B1,(02)6638-5268,2926,誠品生活股份有限公司,誠品生活,473896500,20050926,文化創意業,資誠聯合會計師事務所,元大證券(股)公司股務代理部,吳旻潔
59,台北市松山區南京東路三段337號12樓(D室),02-87122927,2928,紅馬集團股份有限公司,紅馬-KY,473011540,20110608,觀光事業,安侯建業聯合會計師事務所,兆豐證券股份有限公司股務代理部,周泰鳳
60,高雄市苓雅區中正一路263號12樓,07-7273983,2937,集雅社股份有限公司,集雅社,328600000,19941026,貿易百貨,資誠聯合會計師事務所,第一金證券股份有限公司,盧乾三
61,新北市三重區興德路111-1號10樓,(02)85110556,3064,泰偉電子股份有限公司,泰偉,841051410,20000802,文化創意業,安永聯合會計師事務所,元富證券股份有限公司,楊南平
62,新北市汐止區新台五路一段97號27樓,(02)26973658,3066,李洲科技股份有限公司,李洲,830706120,19740524,光電業,勤業眾信聯合會計師事務所,群益證券股份有限公司,李明順
63,台北市東興路59號9樓,(02)8768-3655,3067,全域股份有限公司,全域,290252400,19731122,其他電子業,國富浩華聯合會計師事務所,元大証券股份有限公司,王敏烈
64,屏東市橋南里工業六路東段六號,(07)2692011,3071,協禧電機股份有限公司,協禧,1100000000,19780719,電腦及週邊設備業,安永會計師事務所,統一綜合證券股份有限公司,黃瑞益
65,台北市中山區吉林路99號3樓,02-25817708,3073,天方能源科技股份有限公司,天方能源,247438950,19911022,半導體業,安侯建業聯合會計師事務所,兆豐證券股份有限公司股務代理部,甘正智
66,桃園市蘆竹區南崁路二段222號,03-2223111,3078,僑威科技股份有限公司,僑威,2273910640,19931005,電子零組件業,勤業眾信聯合會計師事務所,日盛證券股份有限公司股務代理部,潘君威
67,台南市善化區南科九路12號,(06)5055189,3081,聯亞光電工業股份有限公司,聯亞,909326770,19970602,通信網路業,安侯建業聯合會計師事務所,華南永昌綜合證券(股)公司,張景溢
68,台北市南港區南港路三段四十七巷二號四樓,02-2653-8905,3083,中華網龍股份有限公司,網龍,857043580,20000328,文化創意業,勤業眾信聯合會計師事務所,永豐金證券股份有限公司,王俊博
69,台北市大同區鄭州路87號7樓之1,(02)25591518,3085,創新新零售股份有限公司,新零售,310385770,19940901,電子商務,安永聯合會計師事務所,宏遠證券股份有限公司,聯合威碼股份有限公司
70,台北市內湖區堤頂大道二段407巷22號4樓之1,55590075,3086,華義國際數位娛樂股份有限公司,華義,134174000,19930812,文化創意業,勤業眾信聯合會計師事務所,台新國際商業銀行股務代理部,張協建
71,新北市汐止區南興路55號8樓,(02)8646-2555,3088,艾訊股份有限公司,艾訊,819000680,19900511,電腦及週邊設備業,資誠聯合會計師事務所,台新國際商業銀行股務代理部,楊裕德
72,台北市內湖區內湖路一段118號4樓,02-87971665,3089,元炬科研股份有限公司,元炬,601133140,19930121,電子零組件業,大師聯合會計師事務所,國票證券股份有限公司股務代理部,徐志明
73,台北市內湖區行愛路169號,2792-9768,3092,鴻碩精密電工股份有限公司,鴻碩,745627630,19911212,電子零組件業,資誠聯合會計師事務所,中國信託商業銀行代理部,張利榮
74,桃園市蘆竹區南崁路2段66號5樓之4,03-3524566,3093,台灣港建股份有限公司,港建,362888940,19770614,其他電子業,安永聯合會計師事務所,永豐金證券股份有限公司,何樹燦
75,新北市中和區建二路111號,(02)2225-6240,3095,及成企業股份有限公司,及成,1092763210,19730323,通信網路業,卓群聯合會計師事務所,中國信託商業銀行代理部,張正寬
76,桃園市龜山區華亞科技園區科技七路69號,03-327-5256,3105,穩懋半導體股份有限公司,穩懋,4240563840,19991016,半導體業,安侯建業會計師事務所,福邦證券股份有限公司股務代理部,陳進財
77,台北市松山區敦化南路一段25號6樓,02-25709888,3114,好德科技股份有限公司,好德,560000000,19780923,電子零組件業,安永聯合會計師事務所,元富證券股份有限公司,陳國鴻
78,台北市士林區承德路四段172號7樓,(02)28833393,3115,寶島極光股份有限公司,寶島極,436976000,19920813,電子零組件業,勤業眾信聯合會計師事務所,元富證券股份有限公司,高維屏
79,新北市汐止區康寧街169巷80號,02-26950403,3118,進階生物科技股份有限公司,進階,324528600,19891207,生技醫療業,安侯建業聯合會計師事務所,元大證券股份有限公司,邱春龍
80,(30288)新竹縣竹北市台元一街8號7樓之一,03-5601510,3122,笙泉科技股份有限公司,笙泉,382999340,19990621,半導體業,勤業眾信聯合會計師事務所,群益金鼎證券(股)公司股務代理部,溫國良
81,桃園市八德區長興路六七三號,03-3658688,3128,昇銳電子股份有限公司,昇銳,420000000,19870923,光電業,勤業眾信聯合會計師事務所,群益金鼎證券股份有限公司,江添貴
82,30095新竹市香山區中華路六段89號,03-5183560,3131,弘塑科技股份有限公司,弘塑,292160150,19930507,其他電子業,勤業眾信聯合會計師事務所,群益金鼎證券股份有限公司,張鴻泰
83,台北市內湖區瑞光路618號4樓,02-87978910,3141,晶宏半導體股份有限公司,晶宏,639174960,19990814,半導體業,勤業眾信聯合會計師事務所,福邦證券股份有限公司,徐豫東
84,高雄市路竹區路科二路8號,07-6955239,3144,新揚科技股份有限公司,新揚科,1006377500,20000602,電子零組件業,資誠聯合會計師事務所,永豐金證券股份有限公司,黃嘉能
85,高雄市左營區民族一路1163號,07-3458433,3147,大綜電腦系統股份有限公司,大綜,340060990,19911014,資訊服務業,資誠聯合會計師事務所,華南永昌綜合證券股份有限公司,李志忠
86,新竹縣湖口鄉新竹工業區自強路16號,(03)5987001,3152,璟德電子工業股份有限公司,璟德,690162000,19980415,通信網路業,安侯建業聯合會計師事務所,台新國際商業銀行股務代理部,雙德投資股份有限公司-代表人郭建文
87,桃園市新屋區社子里二鄰中興路936號,03-4870164,3162,精確實業股份有限公司,精確,1265313420,19911125,電機機械,勤業眾信會計師事務所,中國信託商業銀行代理部,鮑信宏
88,新竹科學園區工業東九路30號3樓,035630022,3163,波若威科技股份有限公司,波若威,752868990,19980518,通信網路業,資誠會計師事務所,凱基證券股份有限公司股務代理部,黃裕文
89,新竹科學園區新竹市新安路8號4樓,03-5639799,3169,亞信電子股份有限公司,亞信,544406500,19950512,半導體業,安侯建業聯合會計師事務所,宏遠證券股份有限公司,王春旗
90,臺北市內湖區行善路397號5樓,(02)87921311,3171,新洲全球股份有限公司,新洲,592035150,19901203,貿易百貨,資誠聯合會計師事務所,群益金鼎證券(股)公司股務代理部,江文容
91,台北市南港區園區街3號F棟14樓,[02]2785-6120,3176,基亞生物科技股份有限公司,基亞,1389855050,19991231,生技醫療業,資誠聯合會計師事務所,群益金鼎證券股務代理部,張世忠
92,814 高雄市仁武區五和里八德二路168號,07-3464392,3178,公準精密工業股份有限公司,公準,450500000,19780327,電機機械,資誠聯合會計師事務所,第一金證券股務代理部,蘇友欣
93,高雄市鼓山區明誠四路33號,(07)555-7882,3188,鑫龍騰開發股份有限公司,鑫龍騰,1202951200,20001124,建材營造,勤業眾信聯合會計師事務所,福邦證券股份有限公司,黃學藤
94,台北市中正區中華路一段7號6樓之8,02-23123082,3191,和進電子股份有限公司,和進,571947610,19911212,電子零組件業,卓群聯合會計師事務所,福邦證券股份有限公司股務代理部,黃綵彙
95,台北市南港區南港路3段50巷16號4F,27828879,3202,樺晟電子股份有限公司,樺晟,1171648700,19840324,電子零組件業,國富浩華聯合會計師事務所,元大證券股務代理部,魏孝秦
96,台北市南港區園區街3號10樓之6,02-26557066,3205,佰研生化科技股份有限公司,佰研,327726310,19980316,生技醫療業,安侯建業聯合會計師事務所,福邦證券股份有限公司股務代理部,陳樂維
97,新北市淡水區中正東路二段69-11號10樓,02-2809-7151,3206,志豐電子股份有限公司,志豐,539166210,19790724,電子零組件業,安侯建業聯合會計師事務所,永豐金證券股份有限公司,張演堂
98,新北市土城區忠承路95號10樓,02-22696759,3207,耀勝電子股份有限公司,耀勝,437703410,19920113,電子零組件業,勤業眾信聯合會計師事務所,褔邦證券股份有限公司股務代理部,蘇浩熙
99,桃園市龜山區文禾路188號13樓,(03)396-3116,3211,順達科技股份有限公司,順達,1474805210,19980715,電腦及週邊設備業,勤業眾信聯合會計師事務所,群益金鼎證券股份有限公司,鍾聰明
100,新北市深坑區北深路三段250號7樓,(02)2664-2662,3213,茂訊電腦股份有限公司,茂訊,586855470,19900315,電腦及週邊設備業,安侯建業聯合會計師事務所,群益金鼎證券股份有限公司,沈頤同
101,新竹市牛埔南路15之3號,03-5307048,3217,優群科技股份有限公司,優群,821042030,19870805,電子零組件業,眾智聯合會計師事務所,中國信託商業銀行代理部,王朝樑
102,台北市南港區園區街3-1號4樓,02-26557890,3218,大學光學科技股份有限公司,大學光,761230000,19940803,生技醫療業,勤業眾信聯合會計師事務所,福邦證券股份有限公司股務代理部,歐淑芳
103,台北市松山區南京東路五段188號7樓之8,2756-8321,3219,倚強股份有限公司,倚強,349839680,19920904,半導體業,勤業眾信聯合會計師事務所,永豐金證券股份有限公司股務部,張明杰
104,桃園市平鎮區工業二路三號,03-469-7532,3221,台灣嘉碩科技股份有限公司,台嘉碩,1023044100,19971110,通信網路業,勤業眾信聯合會計師事務所,凱基證券股份有限公司股務代理部,黃鈺同
105,新北市汐止區新台五路一段75號14樓之3,(02)2698-3344,3224,三顧股份有限公司,三顧,580160450,19980917,電子通路業,資誠聯合會計師事務所,康和綜合證券股份有限公司,胡立三
106,台南市新化區全興里竹子腳170號,(06)510-5391,3226,至寶光電股份有限公司,至寶電,644305730,19860913,電機機械,勤業眾信聯合會計師事務所,群益金鼎證券股份有限公司,林世淇
107,新竹科學園區新竹縣創新一路五號五樓,03-5794988,3227,原相科技股份有限公司,原相,1393962570,19980713,半導體業,安永聯合會計師事務所,宏遠證券股份有限公司,黃森煌
108,新竹市科學工業園區力行路2之1號6樓之1,03-5631498,3228,金麗科技股份有限公司,金麗科,677927050,19970820,半導體業,資誠聯合會計師事務所,永豐金證券股份有限公司,易建男
109,桃園市蘆竹區南崁里17鄰經國路890號8樓,03-3573258,3230,錦明實業股份有限公司,錦明,1077465240,19870501,光電業,資誠聯合會計師事務所,元大證券股份有限公司,蔡進財
110,新北市汐止區新台五路一段93號25樓之6,2659-3257,3232,昱捷股份有限公司,昱捷,365678650,19871214,電子通路業,資誠聯合會計師事務所,福邦證券股份有限公司股務代理部,蔡棟國
111,新竹科學工業園區新竹市展業一路21號,03-5780555,3234,光環科技股份有限公司,光環,759886920,19970901,通信網路業,資誠聯合會計師事務所,元大證券股份有限公司,劉勝先
112,桃園市楊梅區水美里楊湖路一段422號,03-4783855,3236,千如電機工業股份有限公司,千如,929208960,19790525,電子零組件業,勤業眾信聯合會計師事務所,中國信託商業銀行代理部,徐明恩
113,臺中市西區民龍里大和路22號3樓,04-23022911,3252,海灣國際開發(股)公司,海灣,501957540,19940719,觀光事業,安侯建業會計師事務所,福邦證券股份有限公司,劉至誠
114,新竹縣竹北市台元街22號5樓之一,03-5526560,3259,鑫創科技股份有限公司,鑫創,808595530,19981126,半導體業,安侯建業聯合會計師事務所,元富證券(股)公司,林俊宏
115,新北市中和區連城路258號18樓,02-8228-0887,3260,威剛科技股份有限公司,威剛,2275184200,20010504,半導體業,資誠聯合會計師事務所,康和綜合證券(股)公司股務代理部,陳立白
116,新竹縣湖口鄉勝利村工業三路3號,03-5971399,3264,欣銓科技股份有限公司,欣銓,4902591760,19991011,半導體業,資誠聯合會計師事務所,中國信託商業銀行代理部,盧志遠
117,新竹縣芎林鄉華龍村6鄰鹿寮坑176-5號,03-5935353,3265,台星科股份有限公司,台星科,1362616590,20000426,半導體業,資誠聯合會計師事務所,元大證券股份有限公司,黃興陽
118,台中市西屯區台灣大道四段925號14F-6,(04)2355-0022,3268,海德威電子工業股份有限公司,海德威,334262720,19910413,半導體業,資誠會計師事務所,台新國際商業銀行股務代理部,黃 (方方土) 芳
119,新北市新店區寶橋路235巷131號3樓之4,89191220,3272,東碩資訊股份有限公司,東碩,522649660,19930204,電腦及週邊設備業,資誠聯合會計師事務所,兆豐證券股份有限公司,曹賜正
120,桃園市平鎮區工業二路12號,03-4698277,3276,宇環科技股份有限公司,宇環,697126660,19991229,電子零組件業,安侯建業聯合會計師事務所,福邦證券股份有限公司,徐正民
121,高雄市大寮區大發工業區莒光二街20號,07-7870942,3284,太普高精密影像股份有限公司,太普高,559617900,19981021,其他,安永聯合會計師事務所,永豐金證券股份有限公司,王祈蓀
122,新北市汐止區康寧街169巷31號12樓,(02)2695-8625,3285,微端科技股份有限公司,微端,441093240,19950727,其他電子業,勤業眾信聯合會計師事務所,日盛證券股份有限公司,楊賢增
123,新北市中和區建二路113號6樓,(02)8221-6856,3287,廣寰科技股份有限公司,廣寰科,439704830,19990510,電腦及週邊設備業,勤業眾信聯合會計師事務所,永豐金證券股份有限公司,王忠傑
124,新竹科學工業園區新竹市展業一路9號4樓之3,03-5645626,3288,點晶科技股份有限公司,點晶,226600600,19961227,電子零組件業,勤業眾信聯合會計師事務所,群益金鼎證券股份有限公司,金際遠
125,新竹市埔頂路22號1樓,(03)6662793,3289,宜特科技股份有限公司,宜特,935751210,19940909,其他電子業,勤業眾信聯合會計師事務所,兆豐證券股務代理部,余維斌
126,台中市西區台灣大道二段307號4樓,(03)3232111,3290,東浦精密光電股份有限公司,東浦,995489260,19950308,電子零組件業,安侯建業聯合會計師事務所,凱基證券股份有限公司,戴建樟
127,新北市五股區五工路130號,(02)22901394,3293,鈊象電子股份有限公司,鈊象,704503900,19891110,文化創意業,勤業眾信聯合會計師事務所,群益金鼎證券(股)公司,李柯柱
128,新北市土城區自強街五號一樓,22687714,3294,英濟股份有限公司,英濟,1320159190,19911015,電子零組件業,安侯建業聯合會計師事務所,中國信託商業銀行代理部,徐文麟
129,新北市汐止區大同路二段171號9樓,(02)8692-6678,3297,杭特電子股份有限公司,杭特,368394450,19881128,光電業,資誠聯合會計師事務所,台新國際商業銀行股務代理部,鄭子釗
130,台南市麻豆區麻豆口1-13號,06-5702195,3303,岱稜科技股份有限公司,岱稜,960896070,19900829,其他電子業,安永聯合會計師事務所,福邦證券股務代理部,蔡國龍
131,桃園縣龜山鄉文化二路188號4樓,(03)396-0065,3306,鼎天國際股份有限公司,鼎天,506077020,19971223,通信網路業,安侯建業聯合會計師事務所,兆豐證券股份有限公司,蘇俊豪
132,桃園市大園區和平西路二段110號,03-3866238,3310,佳穎精密企業股份有限公司,佳穎,502252690,19880620,電子零組件業,安侯建業聯合會計師事務所,褔邦證券股份有限公司,林坡圳
133,高雄市岡山區中山北路28號6樓B室,07-6220807,3313,斐成企業股份有限公司,斐成,837707760,19931202,電子零組件業,資誠聯合會計師事務所,福邦證券股份有限公司股務代理部,楊清宗
134,新北市汐止區工建路368號12樓,(02)26495288,3317,尼克森微電子股份有限公司,尼克森,612515500,19981008,半導體業,安侯建業聯合會計師事務所,華南永昌綜合證券股份有限公司,楊惠強
135,新北市汐止區新台五路一段79號19樓,26982628,3322,建舜電子製造股份有限公司,建舜電,966515200,19770322,電子零組件業,安侯建業聯合會計師事務所,凱基證券股份有限公司,黃欽雄
136,桃園市龍潭區工五路128號,03-4897320,3323,加百裕工業股份有限公司,加百裕,833059140,19971120,電腦及週邊設備業,安侯建業聯合會計師事務所,中國信託商業銀行代理部,黃世明
137,新北市新莊區五權三路6號3樓,02-89904129,3324,雙鴻科技股份有限公司,雙鴻,865453130,19980824,其他電子業,資誠聯合會計師事務所,台新國際商業銀行股務代理部,林育申
138,新北市三重區興德路98號11樓,2999-8825,3325,旭品科技股份有限公司,旭品,746345790,19960426,電腦及週邊設備業,勤業眾信聯合會計師事務所,華南永昌綜合證券股務代理部,蕭奕彰
139,台北市大安區信義路四段306號14樓,27059083,3332,幸康電子股份有限公司,幸康,481042460,19910213,電子零組件業,資誠聯合會計師事務所,中國信託商業銀行代理部,周世軒
140,南投縣南投市自強三路18號,049-2261634,3339,泰谷光電科技股份有限公司,泰谷,961814420,20000531,光電業,安侯建業聯合會計師事務所,福邦證券股份有限公司,葉寅夫
141,台南市善化區南科九路8號,(06)5050672,3354,律勝科技股份有限公司,律勝,701124260,19961205,電子零組件業,資誠聯合會計師事務所,台新國際商業銀行股務代理部,黃堂傑
142,台北市內湖區洲子街76號6樓,02-8797-6678,3360,尚立股份有限公司,尚立,688310540,19850406,電子通路業,勤業眾信聯合會計師事務所,群益金鼎證券股份有限公司,簡剛民
